age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
67,female,other,Tunis,relaxation,high,north,american,solo,plane,airbnb,310,0,low,Sousse
27,female,african,Sousse,party,low,south,tunisian,friends,public,airbnb,67,1,high,Gabes
23,female,tunisian,Djerba,cultural,medium,coastal,tunisian,couple,car,airbnb,173,0,medium,Sfax
34,female,tunisian,Tunis,relaxation,low,north,indian,couple,car,hostel,48,0,low,Kairouan
40,male,tunisian,Tabarka,adventure,low,inland,indian,family,public,hostel,62,1,high,Hammamet
47,male,arab,Kairouan,luxury,high,desert,middle_eastern,friends,plane,resort,329,1,high,Tozeur
35,male,other,Djerba,nature,low,desert,indian,family,public,airbnb,82,1,medium,Douz
24,male,arab,Hammamet,adventure,medium,coastal,mediterranean,friends,public,resort,153,1,high,Douz
49,female,african,Mahdia,adventure,high,coastal,mediterranean,couple,public,hostel,254,0,high,Kairouan
50,female,european,Tunis,adventure,medium,inland,indian,family,car,resort,100,1,high,Gabes
19,male,european,Djerba,relaxation,low,south,european,family,plane,resort,45,1,low,Gabes
68,male,arab,Tozeur,cultural,low,north,american,couple,plane,resort,52,0,medium,Kairouan
28,female,european,Sfax,party,low,south,asian,solo,car,airbnb,80,0,high,Gabes
47,male,african,Djerba,cultural,medium,desert,african,family,car,hotel,131,1,medium,Tozeur
28,male,arab,Sfax,party,low,desert,mediterranean,family,car,hostel,53,1,high,Tozeur
51,female,other,Douz,cultural,low,inland,indian,couple,plane,hostel,48,0,medium,Kairouan
45,male,european,Kairouan,luxury,medium,inland,middle_eastern,friends,public,hostel,105,1,high,Gabes
24,male,other,Tabarka,luxury,medium,inland,mediterranean,couple,public,airbnb,146,0,high,Tozeur
40,male,tunisian,Tozeur,luxury,low,desert,indian,family,public,hotel,53,1,high,Douz
47,male,european,Gabes,adventure,medium,desert,asian,friends,car,airbnb,180,1,high,Douz
63,female,european,Kairouan,luxury,medium,north,middle_eastern,family,public,hotel,123,1,high,Douz
68,female,other,Djerba,adventure,low,south,mediterranean,couple,public,hostel,62,0,high,Gabes
46,female,european,Djerba,nature,high,coastal,mediterranean,family,public,hotel,379,1,medium,Tabarka
48,male,european,Douz,adventure,medium,inland,african,solo,public,hostel,164,0,high,Tozeur
30,female,other,Tunis,cultural,medium,inland,mediterranean,couple,car,hotel,120,0,medium,Sfax
23,male,european,Mahdia,adventure,medium,south,indian,family,car,hostel,160,1,high,Gabes
68,male,african,Kairouan,cultural,low,north,middle_eastern,friends,car,resort,49,1,medium,Sfax
56,female,african,Tozeur,luxury,low,coastal,european,family,car,airbnb,54,1,high,Hammamet
23,male,european,Sousse,adventure,low,coastal,european,solo,car,airbnb,54,0,high,Tabarka
22,female,european,Tozeur,relaxation,medium,desert,middle_eastern,friends,public,hostel,141,1,low,Douz
25,female,tunisian,Mahdia,relaxation,medium,inland,american,family,plane,resort,113,1,low,Sousse
66,male,other,Bizerte,nature,low,north,middle_eastern,friends,car,airbnb,53,1,medium,Bizerte
21,male,other,Hammamet,luxury,low,coastal,american,family,plane,hostel,85,1,high,Hammamet
19,female,tunisian,Mahdia,party,high,coastal,african,couple,plane,airbnb,378,0,high,Sousse
52,male,tunisian,Tozeur,luxury,medium,coastal,african,friends,car,hostel,122,1,high,Hammamet
30,female,european,Tabarka,party,medium,south,asian,couple,public,resort,168,0,high,Sfax
24,female,other,Sousse,cultural,medium,desert,african,friends,car,hostel,107,1,medium,Tozeur
47,female,other,Tozeur,party,low,north,tunisian,family,plane,hostel,42,1,high,Tabarka
50,male,tunisian,Sfax,cultural,low,desert,tunisian,family,car,hostel,51,1,medium,Tozeur
30,male,other,Douz,adventure,high,inland,tunisian,couple,public,resort,308,0,high,Tozeur
58,female,other,Douz,cultural,high,inland,american,friends,public,hostel,357,1,medium,Kairouan
68,male,arab,Bizerte,cultural,medium,north,american,family,public,hostel,136,1,medium,Tunis
69,male,tunisian,Douz,nature,high,north,mediterranean,solo,public,hotel,287,0,medium,Bizerte
27,male,arab,Djerba,relaxation,low,inland,asian,friends,car,airbnb,59,1,low,Sousse
64,female,other,Douz,cultural,high,inland,american,family,public,resort,386,1,medium,Kairouan
65,male,african,Kairouan,party,low,inland,european,couple,plane,hotel,71,0,high,Bizerte
47,female,other,Kairouan,luxury,low,north,asian,family,plane,airbnb,90,1,high,Sousse
41,female,tunisian,Tabarka,adventure,low,north,indian,family,public,hostel,75,1,high,Djerba
53,female,african,Hammamet,adventure,medium,south,middle_eastern,family,public,hostel,135,1,high,Sfax
69,female,arab,Tabarka,nature,high,coastal,indian,friends,plane,hostel,361,1,medium,Bizerte
59,male,european,Tunis,cultural,medium,inland,indian,couple,car,resort,147,0,medium,Tunis
30,male,european,Mahdia,cultural,high,north,middle_eastern,solo,car,hostel,203,0,medium,Tunis
53,male,arab,Hammamet,adventure,low,inland,african,solo,public,airbnb,41,0,high,Bizerte
46,male,african,Tabarka,cultural,medium,south,mediterranean,family,public,airbnb,137,1,medium,Tunis
23,male,european,Kairouan,cultural,high,inland,indian,friends,public,airbnb,277,1,medium,Sfax
26,female,african,Tunis,luxury,low,desert,american,family,plane,airbnb,76,1,high,Douz
56,male,african,Hammamet,relaxation,high,south,african,solo,plane,hotel,393,0,low,Sfax
59,male,other,Hammamet,nature,high,north,american,friends,public,resort,250,1,medium,Bizerte
47,male,tunisian,Tabarka,relaxation,high,desert,tunisian,family,plane,airbnb,246,1,low,Tozeur
55,male,other,Kairouan,cultural,low,south,european,couple,plane,hotel,44,0,medium,Tunis
65,male,african,Mahdia,adventure,low,inland,african,solo,plane,hostel,84,0,high,Kairouan
53,male,european,Kairouan,cultural,high,inland,african,friends,car,airbnb,264,1,medium,Tunis
37,female,other,Tabarka,nature,medium,coastal,asian,couple,public,airbnb,113,0,medium,Bizerte
37,female,tunisian,Sousse,nature,medium,desert,asian,solo,plane,hostel,140,0,medium,Tozeur
44,female,other,Tozeur,nature,high,north,middle_eastern,solo,plane,hostel,321,0,medium,Tabarka
34,female,european,Djerba,nature,medium,coastal,american,friends,public,resort,129,1,medium,Bizerte
27,female,european,Djerba,luxury,high,south,american,couple,public,hotel,200,0,high,Gabes
35,male,arab,Tunis,luxury,high,coastal,indian,friends,car,hostel,316,1,high,Mahdia
65,male,african,Tabarka,luxury,medium,desert,mediterranean,solo,car,airbnb,165,0,high,Tozeur
42,male,arab,Tozeur,cultural,high,north,tunisian,couple,car,hotel,375,0,medium,Tunis
50,male,european,Douz,party,medium,coastal,tunisian,family,public,hostel,147,1,high,Sousse
42,female,african,Tabarka,party,low,coastal,tunisian,couple,plane,hostel,56,0,high,Sousse
25,male,arab,Sousse,cultural,low,north,european,family,car,airbnb,81,1,medium,Tunis
39,female,african,Tunis,party,high,south,middle_eastern,family,plane,airbnb,382,1,high,Gabes
44,female,african,Douz,adventure,high,north,american,couple,car,airbnb,257,0,high,Douz
24,female,european,Kairouan,cultural,high,coastal,african,solo,plane,resort,379,0,medium,Tunis
42,male,other,Tunis,relaxation,low,desert,mediterranean,couple,plane,hostel,59,0,low,Douz
35,male,tunisian,Tunis,adventure,low,north,african,couple,public,resort,88,0,high,Sousse
65,male,tunisian,Sousse,relaxation,low,desert,asian,friends,plane,hostel,42,1,low,Douz
22,female,european,Tunis,adventure,high,desert,indian,couple,public,airbnb,354,0,high,Tozeur
58,male,arab,Tozeur,nature,medium,inland,middle_eastern,friends,car,hostel,120,1,medium,Tabarka
56,female,other,Mahdia,luxury,high,north,indian,couple,car,hostel,301,0,high,Tozeur
38,male,african,Bizerte,luxury,high,coastal,mediterranean,solo,car,hostel,348,0,high,Mahdia
23,male,arab,Sousse,luxury,high,desert,american,family,car,hostel,372,1,high,Douz
28,female,other,Sousse,luxury,high,north,indian,solo,public,resort,331,0,high,Kairouan
44,female,african,Tabarka,nature,low,desert,african,solo,car,hostel,79,0,medium,Tozeur
42,male,african,Sfax,relaxation,low,coastal,mediterranean,couple,car,hotel,65,0,low,Mahdia
57,male,arab,Douz,nature,low,desert,indian,family,public,hostel,50,1,medium,Douz
67,female,other,Kairouan,luxury,medium,coastal,tunisian,solo,public,resort,166,0,high,Sousse
44,female,european,Bizerte,relaxation,medium,north,tunisian,friends,car,hotel,161,1,low,Sfax
44,female,african,Sfax,luxury,high,south,tunisian,family,car,resort,259,1,high,Sfax
52,female,tunisian,Hammamet,cultural,high,north,asian,couple,car,airbnb,284,0,medium,Tunis
26,male,other,Hammamet,relaxation,high,coastal,american,couple,plane,hostel,260,0,low,Djerba
28,male,european,Bizerte,party,high,coastal,african,solo,car,hostel,394,0,high,Sousse
34,female,other,Djerba,relaxation,medium,desert,middle_eastern,solo,plane,hostel,166,0,low,Tozeur
20,male,other,Hammamet,cultural,low,inland,indian,solo,car,hostel,49,0,medium,Sfax
30,male,tunisian,Tozeur,relaxation,medium,south,european,friends,car,hotel,163,1,low,Gabes
44,female,african,Djerba,relaxation,low,inland,mediterranean,couple,plane,airbnb,85,0,low,Mahdia
39,female,other,Tozeur,nature,low,desert,middle_eastern,friends,public,resort,70,1,medium,Tozeur
31,female,tunisian,Kairouan,luxury,high,north,mediterranean,couple,plane,hotel,333,0,high,Hammamet
60,male,tunisian,Tozeur,adventure,high,desert,african,couple,public,hostel,383,0,high,Tozeur
43,female,african,Kairouan,cultural,low,inland,american,family,car,resort,81,1,medium,Kairouan
60,male,arab,Tozeur,nature,medium,coastal,indian,family,public,resort,101,1,medium,Bizerte
21,male,african,Sousse,party,high,south,mediterranean,couple,public,resort,240,0,high,Sfax
42,male,arab,Douz,luxury,high,desert,mediterranean,family,public,resort,348,1,high,Tozeur
24,female,tunisian,Mahdia,relaxation,medium,south,asian,friends,public,hotel,114,1,low,Gabes
39,male,arab,Mahdia,adventure,high,south,european,solo,plane,hostel,395,0,high,Sfax
51,male,african,Douz,nature,medium,coastal,indian,couple,car,hotel,128,0,medium,Tabarka
68,male,tunisian,Djerba,luxury,low,north,mediterranean,family,public,hotel,68,1,high,Mahdia
34,male,european,Djerba,luxury,high,south,indian,couple,plane,hotel,247,0,high,Gabes
20,female,african,Tunis,relaxation,low,south,asian,solo,public,hostel,90,0,low,Sfax
63,female,tunisian,Hammamet,relaxation,high,coastal,middle_eastern,couple,car,resort,349,0,low,Mahdia
30,female,european,Hammamet,adventure,low,coastal,middle_eastern,solo,car,hostel,50,0,high,Djerba
47,female,other,Hammamet,relaxation,high,north,american,solo,plane,hostel,339,0,low,Tunis
51,female,other,Sousse,adventure,medium,desert,european,family,car,airbnb,153,1,high,Tozeur
52,female,tunisian,Hammamet,nature,high,south,asian,family,plane,resort,278,1,medium,Bizerte
56,female,tunisian,Sfax,adventure,medium,inland,european,friends,plane,resort,148,1,high,Tunis
68,female,african,Mahdia,cultural,high,north,asian,couple,car,airbnb,215,0,medium,Sfax
65,male,african,Douz,nature,high,south,asian,friends,car,resort,266,1,medium,Tabarka
52,male,arab,Tabarka,nature,low,desert,asian,couple,car,hotel,42,0,medium,Douz
40,male,arab,Sousse,luxury,low,inland,middle_eastern,family,car,hotel,49,1,high,Gabes
55,female,arab,Tabarka,luxury,high,inland,middle_eastern,couple,car,airbnb,219,0,high,Hammamet
48,male,arab,Bizerte,relaxation,high,inland,tunisian,friends,plane,hostel,319,1,low,Kairouan
40,female,african,Sousse,party,high,desert,mediterranean,family,plane,hostel,264,1,high,Tozeur
48,male,arab,Tabarka,cultural,high,north,mediterranean,couple,car,hotel,302,0,medium,Kairouan
51,female,african,Sfax,nature,low,coastal,tunisian,couple,plane,airbnb,73,0,medium,Tabarka
50,male,tunisian,Kairouan,adventure,high,desert,american,couple,plane,resort,262,0,high,Douz
36,male,other,Hammamet,party,medium,desert,asian,solo,plane,airbnb,127,0,high,Tozeur
60,male,african,Gabes,nature,medium,north,african,family,plane,hotel,152,1,medium,Tabarka
46,male,arab,Djerba,nature,high,coastal,mediterranean,friends,car,resort,359,1,medium,Bizerte
18,female,arab,Douz,adventure,high,desert,indian,couple,plane,hostel,339,0,high,Douz
67,male,european,Djerba,adventure,high,north,european,solo,public,airbnb,244,0,high,Tunis
28,female,arab,Sousse,cultural,medium,south,european,solo,car,resort,173,0,medium,Kairouan
18,female,arab,Gabes,nature,high,inland,african,solo,car,airbnb,270,0,medium,Tabarka
18,male,arab,Djerba,relaxation,low,coastal,african,couple,plane,hotel,52,0,low,Mahdia
61,female,arab,Tozeur,cultural,medium,south,mediterranean,family,car,airbnb,128,1,medium,Sfax
27,male,arab,Sousse,party,high,desert,middle_eastern,family,car,hotel,341,1,high,Douz
18,male,european,Sfax,cultural,high,inland,european,friends,plane,airbnb,208,1,medium,Tunis
44,female,arab,Tunis,adventure,high,south,mediterranean,solo,public,hotel,324,0,high,Gabes
69,male,european,Tabarka,luxury,high,inland,indian,family,plane,resort,311,1,high,Sousse
63,male,european,Tozeur,nature,medium,south,asian,friends,plane,resort,141,1,medium,Tabarka
46,female,other,Sousse,adventure,medium,north,european,solo,public,airbnb,111,0,high,Tabarka
28,female,european,Douz,adventure,low,north,mediterranean,couple,public,hostel,70,0,high,Bizerte
55,male,african,Gabes,relaxation,medium,south,european,solo,public,hostel,176,0,low,Sfax
46,female,arab,Tozeur,cultural,medium,south,mediterranean,family,public,hotel,173,1,medium,Tunis
43,female,african,Tabarka,cultural,medium,desert,african,couple,car,airbnb,106,0,medium,Tozeur
66,male,tunisian,Gabes,party,high,south,european,couple,car,airbnb,340,0,high,Sfax
63,female,other,Mahdia,adventure,high,south,african,couple,public,resort,353,0,high,Gabes
43,female,tunisian,Douz,nature,high,coastal,asian,couple,public,hotel,234,0,medium,Bizerte
39,male,european,Mahdia,adventure,high,coastal,european,friends,car,airbnb,209,1,high,Tabarka
37,male,arab,Sousse,nature,medium,south,european,friends,car,hotel,116,1,medium,Bizerte
35,male,african,Douz,luxury,medium,inland,mediterranean,couple,car,airbnb,110,0,high,Mahdia
63,female,other,Hammamet,cultural,medium,north,american,couple,car,hostel,172,0,medium,Tunis
52,female,european,Tozeur,adventure,low,coastal,middle_eastern,couple,public,airbnb,79,0,high,Tabarka
68,male,european,Mahdia,relaxation,low,inland,african,friends,public,resort,80,1,low,Djerba
48,male,arab,Hammamet,adventure,low,inland,mediterranean,solo,public,airbnb,89,0,high,Mahdia
23,female,african,Sfax,luxury,medium,desert,european,friends,car,airbnb,145,1,high,Douz
24,female,african,Tunis,cultural,low,south,mediterranean,couple,public,resort,64,0,medium,Tunis
47,male,tunisian,Tabarka,nature,high,south,european,couple,car,resort,211,0,medium,Bizerte
68,female,tunisian,Bizerte,party,high,inland,american,family,public,hotel,299,1,high,Sfax
30,female,tunisian,Bizerte,party,medium,desert,asian,friends,public,hostel,173,1,high,Douz
61,male,arab,Douz,nature,high,inland,tunisian,couple,public,hotel,277,0,medium,Tabarka
41,male,african,Kairouan,adventure,medium,inland,tunisian,family,plane,hotel,178,1,high,Sfax
57,male,tunisian,Djerba,adventure,high,desert,european,friends,public,hostel,238,1,high,Tozeur
51,female,other,Tozeur,nature,high,coastal,european,friends,car,hotel,229,1,medium,Bizerte
47,male,tunisian,Tozeur,cultural,medium,desert,mediterranean,solo,car,resort,124,0,medium,Tozeur
42,female,other,Tabarka,party,low,north,american,couple,car,hostel,57,0,high,Mahdia
57,male,tunisian,Douz,luxury,medium,desert,european,solo,car,hotel,145,0,high,Douz
46,female,european,Douz,cultural,high,desert,asian,family,car,airbnb,383,1,medium,Tozeur
27,male,arab,Mahdia,nature,high,coastal,middle_eastern,friends,car,hotel,211,1,medium,Tabarka
66,female,tunisian,Tozeur,relaxation,high,north,indian,solo,car,hotel,390,0,low,Kairouan
35,female,other,Douz,relaxation,low,south,african,couple,car,resort,58,0,low,Sfax
28,female,arab,Gabes,relaxation,medium,north,indian,solo,public,airbnb,107,0,low,Gabes
40,male,african,Douz,nature,medium,south,european,couple,car,hostel,161,0,medium,Tabarka
29,male,tunisian,Douz,relaxation,high,south,indian,couple,plane,hotel,388,0,low,Sfax
63,male,other,Bizerte,luxury,high,coastal,african,solo,car,resort,218,0,high,Sousse
42,female,european,Bizerte,luxury,medium,north,african,couple,public,resort,136,0,high,Djerba
63,female,tunisian,Djerba,relaxation,high,inland,asian,friends,public,hotel,311,1,low,Gabes
56,female,arab,Tabarka,adventure,medium,coastal,american,friends,plane,resort,129,1,high,Tabarka
43,female,other,Tozeur,nature,medium,inland,african,couple,public,resort,158,0,medium,Tabarka
63,female,other,Tabarka,adventure,medium,north,asian,couple,car,airbnb,143,0,high,Gabes
19,female,arab,Djerba,cultural,high,coastal,european,friends,public,hotel,223,1,medium,Tunis
50,female,african,Tabarka,cultural,low,coastal,middle_eastern,family,plane,hostel,78,1,medium,Sfax
63,female,tunisian,Tabarka,luxury,low,desert,middle_eastern,couple,car,hotel,47,0,high,Douz
69,male,european,Tunis,cultural,medium,inland,asian,family,public,hotel,112,1,medium,Tunis
40,female,african,Douz,nature,low,desert,asian,solo,public,hostel,41,0,medium,Douz
44,female,arab,Gabes,luxury,medium,coastal,indian,couple,car,hotel,168,0,high,Djerba
64,female,european,Bizerte,luxury,low,desert,african,solo,plane,airbnb,75,0,high,Tozeur
18,female,tunisian,Tozeur,luxury,low,north,mediterranean,friends,public,hotel,49,1,high,Bizerte
69,female,arab,Douz,cultural,high,inland,european,solo,plane,hostel,235,0,medium,Tunis
51,male,european,Bizerte,nature,medium,north,indian,couple,car,airbnb,147,0,medium,Bizerte
33,female,african,Hammamet,nature,low,north,mediterranean,solo,public,hotel,56,0,medium,Tabarka
43,female,tunisian,Djerba,adventure,medium,south,european,friends,car,airbnb,133,1,high,Gabes
19,female,arab,Bizerte,nature,low,south,middle_eastern,couple,car,hostel,78,0,medium,Tabarka
69,male,african,Douz,nature,high,south,middle_eastern,family,plane,hostel,272,1,medium,Bizerte
49,female,tunisian,Djerba,relaxation,medium,coastal,mediterranean,solo,plane,hotel,156,0,low,Sousse
53,female,african,Djerba,cultural,low,north,european,couple,car,hotel,74,0,medium,Tunis
32,female,other,Gabes,luxury,low,desert,asian,couple,plane,airbnb,70,0,high,Tozeur
66,male,european,Bizerte,cultural,low,south,tunisian,solo,car,resort,40,0,medium,Tunis
41,female,arab,Sousse,cultural,medium,coastal,mediterranean,friends,public,airbnb,177,1,medium,Kairouan
61,female,other,Bizerte,party,high,north,mediterranean,couple,car,airbnb,361,0,high,Tunis
47,female,arab,Hammamet,nature,medium,inland,middle_eastern,friends,public,airbnb,107,1,medium,Tabarka
59,male,african,Gabes,luxury,low,inland,indian,friends,public,resort,66,1,high,Douz
39,female,tunisian,Gabes,party,low,coastal,asian,couple,plane,resort,55,0,high,Sousse
31,female,african,Douz,adventure,medium,coastal,asian,solo,car,hostel,170,0,high,Tabarka
28,female,european,Hammamet,luxury,high,desert,tunisian,couple,plane,resort,398,0,high,Tozeur
59,female,african,Kairouan,party,low,coastal,tunisian,friends,public,hotel,73,1,high,Hammamet
57,female,other,Kairouan,adventure,high,coastal,european,couple,public,hotel,317,0,high,Hammamet
59,female,arab,Kairouan,luxury,high,north,european,solo,public,resort,296,0,high,Tozeur
18,male,african,Gabes,adventure,high,inland,african,family,plane,hostel,316,1,high,Gabes
53,female,arab,Tozeur,nature,high,north,african,friends,car,airbnb,232,1,medium,Tabarka
29,male,tunisian,Mahdia,luxury,low,coastal,mediterranean,friends,car,hostel,60,1,high,Sousse
50,male,african,Tunis,adventure,high,north,american,couple,plane,hostel,235,0,high,Kairouan
56,female,other,Hammamet,nature,high,south,mediterranean,family,car,resort,266,1,medium,Tabarka
47,male,arab,Tunis,nature,high,south,european,family,public,resort,249,1,medium,Tabarka
35,female,european,Tabarka,nature,high,inland,indian,solo,plane,airbnb,346,0,medium,Bizerte
27,male,tunisian,Kairouan,nature,low,south,asian,friends,car,hostel,76,1,medium,Bizerte
48,female,african,Mahdia,cultural,high,south,mediterranean,solo,car,resort,394,0,medium,Tunis
26,female,tunisian,Bizerte,relaxation,low,inland,american,solo,plane,hotel,74,0,low,Tunis
54,male,european,Gabes,party,low,coastal,middle_eastern,friends,public,resort,54,1,high,Hammamet
40,male,other,Sfax,adventure,medium,coastal,tunisian,family,car,hotel,158,1,high,Tunis
42,female,arab,Sousse,adventure,high,south,tunisian,family,plane,hotel,200,1,high,Gabes
58,female,african,Hammamet,luxury,high,north,middle_eastern,family,plane,airbnb,258,1,high,Bizerte
65,female,european,Sousse,adventure,low,south,mediterranean,couple,car,hostel,47,0,high,Sfax
23,male,african,Kairouan,relaxation,low,inland,middle_eastern,solo,plane,hotel,44,0,low,Gabes
26,male,tunisian,Djerba,adventure,low,desert,mediterranean,solo,public,hotel,78,0,high,Tozeur
44,female,european,Mahdia,luxury,high,north,middle_eastern,family,plane,hotel,324,1,high,Kairouan
34,male,arab,Tunis,nature,medium,inland,asian,solo,public,hotel,100,0,medium,Tabarka
66,male,other,Sousse,party,low,desert,tunisian,couple,car,hostel,42,0,high,Tozeur
35,female,other,Gabes,adventure,low,south,african,couple,car,resort,59,0,high,Sfax
60,male,european,Sfax,luxury,medium,desert,middle_eastern,solo,car,hostel,111,0,high,Douz
33,female,tunisian,Sousse,party,medium,north,indian,solo,car,resort,103,0,high,Hammamet
35,male,arab,Djerba,adventure,low,south,african,family,plane,resort,82,1,high,Sfax
56,male,european,Tunis,adventure,low,coastal,middle_eastern,family,car,hotel,45,1,high,Tabarka
52,female,tunisian,Gabes,party,low,coastal,tunisian,friends,car,resort,47,1,high,Hammamet
39,male,tunisian,Bizerte,adventure,low,south,indian,family,plane,resort,87,1,high,Sfax
39,male,european,Tabarka,adventure,low,south,tunisian,solo,car,hotel,53,0,high,Sfax
41,female,arab,Mahdia,luxury,medium,inland,indian,friends,public,hotel,155,1,high,Sousse
26,female,arab,Kairouan,party,medium,north,indian,friends,car,resort,105,1,high,Kairouan
55,female,arab,Bizerte,relaxation,medium,coastal,mediterranean,solo,public,hostel,156,0,low,Hammamet
29,female,european,Sfax,party,low,coastal,tunisian,couple,car,hostel,79,0,high,Hammamet
51,male,other,Hammamet,luxury,medium,inland,african,friends,public,airbnb,159,1,high,Tunis
54,female,african,Kairouan,cultural,high,coastal,american,solo,car,airbnb,372,0,medium,Tunis
52,male,african,Bizerte,luxury,low,desert,tunisian,family,car,hotel,69,1,high,Douz
29,female,tunisian,Kairouan,relaxation,medium,desert,european,family,plane,airbnb,165,1,low,Tozeur
27,female,other,Douz,nature,high,coastal,indian,couple,plane,hostel,278,0,medium,Bizerte
37,female,other,Hammamet,adventure,medium,south,mediterranean,solo,plane,airbnb,100,0,high,Gabes
37,female,african,Hammamet,nature,high,coastal,european,solo,public,airbnb,326,0,medium,Bizerte
67,female,african,Kairouan,cultural,high,inland,middle_eastern,friends,public,hostel,311,1,medium,Kairouan
68,female,arab,Tozeur,luxury,high,inland,american,friends,plane,resort,399,1,high,Tozeur
22,male,european,Tunis,relaxation,high,north,american,friends,car,airbnb,263,1,low,Tunis
65,male,african,Sousse,relaxation,low,south,european,family,car,hostel,89,1,low,Gabes
26,male,arab,Kairouan,relaxation,medium,desert,indian,solo,plane,hotel,109,0,low,Douz
43,male,other,Tozeur,luxury,high,desert,european,friends,plane,hostel,312,1,high,Tozeur
39,male,arab,Hammamet,party,low,desert,american,solo,public,resort,40,0,high,Douz
27,female,african,Bizerte,adventure,low,north,indian,family,car,hostel,48,1,high,Hammamet
43,female,tunisian,Kairouan,luxury,low,north,indian,couple,public,resort,71,0,high,Mahdia
41,male,arab,Tabarka,party,medium,desert,middle_eastern,couple,plane,hotel,133,0,high,Douz
57,male,other,Tunis,luxury,high,south,african,friends,car,resort,200,1,high,Sfax
57,male,other,Hammamet,nature,low,inland,american,friends,public,hostel,81,1,medium,Tabarka
65,female,african,Hammamet,luxury,high,desert,middle_eastern,solo,plane,resort,297,0,high,Douz
43,female,european,Douz,party,low,coastal,european,friends,public,hotel,53,1,high,Hammamet
32,male,tunisian,Bizerte,cultural,low,north,asian,friends,car,hotel,89,1,medium,Kairouan
23,male,european,Tabarka,party,low,desert,african,couple,plane,hotel,79,0,high,Douz
37,female,other,Tabarka,nature,high,south,asian,friends,plane,hostel,310,1,medium,Tabarka
19,male,european,Kairouan,relaxation,low,inland,tunisian,family,car,resort,44,1,low,Hammamet
36,male,african,Kairouan,relaxation,high,south,african,friends,public,hostel,254,1,low,Gabes
58,female,african,Bizerte,cultural,low,desert,asian,couple,plane,hotel,43,0,medium,Tozeur
27,female,other,Gabes,luxury,low,north,african,family,car,resort,56,1,high,Sfax
28,male,other,Tozeur,adventure,high,south,mediterranean,family,car,resort,380,1,high,Gabes
44,female,arab,Kairouan,luxury,medium,coastal,european,friends,public,resort,137,1,high,Mahdia
59,female,african,Hammamet,cultural,high,desert,mediterranean,solo,public,hostel,280,0,medium,Douz
46,male,tunisian,Sfax,relaxation,low,desert,american,couple,plane,resort,63,0,low,Tozeur
28,female,arab,Gabes,adventure,high,inland,indian,family,car,airbnb,290,1,high,Kairouan
49,male,other,Sfax,luxury,low,inland,european,solo,car,resort,82,0,high,Kairouan
48,female,other,Douz,adventure,high,north,middle_eastern,friends,plane,hotel,259,1,high,Tozeur
58,female,european,Mahdia,adventure,high,desert,american,family,plane,airbnb,324,1,high,Douz
34,male,african,Kairouan,party,low,inland,mediterranean,couple,car,airbnb,85,0,high,Sousse
47,male,other,Kairouan,relaxation,medium,south,middle_eastern,friends,plane,hostel,152,1,low,Gabes
35,male,arab,Hammamet,relaxation,low,inland,indian,couple,plane,hostel,40,0,low,Tunis
37,male,arab,Hammamet,party,high,desert,asian,solo,car,hotel,202,0,high,Douz
66,male,african,Djerba,relaxation,high,coastal,american,family,car,hostel,263,1,low,Sousse
42,male,tunisian,Tunis,cultural,high,north,american,couple,car,resort,223,0,medium,Kairouan
37,female,other,Bizerte,luxury,low,coastal,tunisian,solo,public,airbnb,46,0,high,Mahdia
46,male,european,Sfax,cultural,medium,inland,middle_eastern,couple,public,hostel,133,0,medium,Kairouan
30,male,arab,Sfax,relaxation,medium,south,american,couple,car,hostel,114,0,low,Sfax
44,male,arab,Hammamet,relaxation,low,inland,asian,solo,public,hostel,90,0,low,Tunis
53,male,arab,Mahdia,party,low,coastal,middle_eastern,friends,car,hostel,43,1,high,Hammamet
66,female,african,Sfax,luxury,medium,inland,tunisian,couple,car,airbnb,115,0,high,Sousse
44,female,tunisian,Hammamet,luxury,low,desert,indian,friends,public,resort,86,1,high,Douz
31,male,other,Tunis,nature,medium,north,european,solo,car,hotel,142,0,medium,Bizerte
54,male,arab,Kairouan,adventure,medium,south,asian,solo,plane,hotel,170,0,high,Sfax
47,male,african,Tabarka,cultural,low,south,mediterranean,solo,public,hostel,78,0,medium,Tunis
43,female,european,Hammamet,relaxation,medium,inland,american,family,public,airbnb,115,1,low,Sfax
20,male,arab,Tunis,party,low,inland,middle_eastern,couple,public,resort,72,0,high,Kairouan
59,male,other,Tozeur,party,low,south,asian,family,public,resort,84,1,high,Sfax
49,male,african,Kairouan,cultural,low,south,tunisian,couple,car,resort,75,0,medium,Tunis
34,female,african,Sfax,nature,high,coastal,middle_eastern,couple,public,airbnb,258,0,medium,Tabarka
23,male,tunisian,Kairouan,nature,high,desert,european,solo,public,airbnb,213,0,medium,Douz
30,female,african,Tabarka,relaxation,low,coastal,indian,solo,car,airbnb,44,0,low,Sousse
68,female,other,Bizerte,party,low,south,european,friends,public,resort,41,1,high,Gabes
25,female,african,Tozeur,nature,medium,south,tunisian,friends,public,hostel,180,1,medium,Tabarka
38,male,tunisian,Tunis,luxury,high,south,african,family,public,hostel,367,1,high,Sfax
32,female,tunisian,Tozeur,adventure,medium,south,asian,family,car,hostel,154,1,high,Gabes
39,female,arab,Djerba,luxury,high,coastal,mediterranean,couple,public,hostel,370,0,high,Sousse
